id;product_id;express_sortiment;voll_sortiment;product_lager_id;produktname;beschreibung;ek;vk;ustr;Verpackungsinhalt;Verpackungseinheit;lagerbestand;lagerueberwachung;kat_id;kategorie;unterkategorie;direktkategorie;pfand;gewicht;kalorien;verpackung;bildname;bildname_inhaltsstoffe;neu_grundpreis;neu_inhaltsstoffe;neu_zusatzst;neu_naehrwerte;neu_pflichthinweis;numReviews;rating;tiefkuehlware;kasten;trockenware;kuehlware;createdAt;updatedAt;pictureurl;Altersgrenze
88;201088;true;false;0;KING CUISINE;HUMMUS NATUREL;1.21;1.99;0.07;250;G;0;false;0;Brotaufstriche;UEBR. KUEHLPFL. FOOD-ARTIKEL;UEBR. KUEHLPFL. FOOD-ARTIKEL;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
89;201089;true;false;0;REWE;MSC GARNELENSALAT COCK;1.43;1.99;0.07;10;ST;0;false;0;Brotaufstriche;FERTIGSALATE (+DESSERT) - SB -;FERTIGSALATE (+DESSERT) - SB -;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
90;201090;true;false;0;JEFF'S;PEANUT BUTTER CRUNCHY;1.36;1.99;0.19;1;ST;0;false;0;Brotaufstriche;ERDNUSSBUTTER;ERDNUSSBUTTER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
91;201091;true;false;0;LANGNESE;FL.BIENE SONNENBLUMENH;2.19;2.99;0.19;1;ST;0;false;0;Brotaufstriche;HONIG;HONIG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
92;201092;true;false;0;JA!;VERSANDTASCHE C4;0.73;1.39;0.19;1;ST;0;false;0;Bürobedarf;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
93;201093;true;false;0;JA;COLLEGEBLOCK KAR. A4;0.79;0.99;0.19;10;ST;0;false;0;Bürobedarf;SCHULHEFTE/SCHREIB-NOTIZBLOECKE;SCHULHEFTE/SCHREIB-NOTIZBLOECKE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
94;201094;true;false;0;;ORDNER WOLKENMARMOR BR;1.1;1.29;0.19;50;ST;0;false;0;Bürobedarf;RINGBUECHER/ORDNER/MAPPEN/EINLAG;RINGBUECHER/ORDNER/MAPPEN/EINLAG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
95;201095;true;false;0;;ORDNER WOLKENMARM. SCH;1.1;1.29;0.19;50;ST;0;false;0;Bürobedarf;RINGBUECHER/ORDNER/MAPPEN/EINLAG;RINGBUECHER/ORDNER/MAPPEN/EINLAG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
96;201096;true;false;0;JA!;VERSANDTASCHE C5;0.46;0.99;0.19;1;ST;0;false;0;Bürobedarf;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
97;201097;true;false;0;JA!;BRIEFUMSCHLAEGE DL FEN;0.95;1.19;0.19;0;;0;false;0;Bürobedarf;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
98;201098;true;false;0;JA!;BRIEFUMSCHLAEGE DLO.F.;0.95;1.19;0.19;1;ST;0;false;0;Bürobedarf;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;BRIEF-,SCHREIBMA.-,KOHLEPAPIER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
99;201099;true;false;0;EDDING;E3000 PERM.MARKER.SCHW;1.5;1.99;0.19;500;ST;0;false;0;Bürobedarf;FOLIENSCHR., MARKER, FASERMALER;FOLIENSCHR., MARKER, FASERMALER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
100;201100;true;false;0;SCHNEIDER;KUGELSCHREIBER K15;1.1;1.99;0.19;1;ST;0;false;0;Bürobedarf;FUELLHALTER,KUGEL-U. TINTENSCH;FUELLHALTER,KUGEL-U. TINTENSCH;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
101;201101;true;false;0;VIVESS;HEFTKLAMMERN GR.24/6;0.53;1.99;0.19;66;M;0;false;0;Bürobedarf;SCHREIBTISCHZUB. (+PAPIERKORB);SCHREIBTISCHZUB. (+PAPIERKORB);0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
102;201102;true;false;0;VIVESS;KOPIERPAPIER 80G, A4;3.54;4.19;0.19;1;ST;0;false;0;Bürobedarf;KOPIERPAPIER;KOPIERPAPIER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
103;201103;true;false;0;VIVESS;PACKBAND BRAUN 66M;1.03;2.99;0.19;100;ST;0;false;0;Bürobedarf;KLEBSTOFF/-BAND/-STIFTE;KLEBSTOFF/-BAND/-STIFTE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
104;201104;true;false;0;66M:50MMNOPI;NOPI PACKBAND TRANSP.;1.04;1.09;0.19;1;ST;0;false;0;Bürobedarf;KLEBSTOFF/-BAND/-STIFTE;KLEBSTOFF/-BAND/-STIFTE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
105;201105;true;false;0;UHU;ALLESKLEBER KRAFT;2.21;2.49;0.19;21;G;0;false;0;Bürobedarf;KLEBSTOFF/-BAND/-STIFTE;KLEBSTOFF/-BAND/-STIFTE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
106;201106;true;false;0;VIVESS;TRENNSTREIFEN;1.29;2.29;0.19;20;M;0;false;0;Bürobedarf;RINGBUECHER/ORDNER/MAPPEN/EINLAG;RINGBUECHER/ORDNER/MAPPEN/EINLAG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
107;201107;true;false;0;BIC;TIPP-EX POCKET MOUSE;1.5;1.99;0.19;90;ST;0;false;0;Bürobedarf;SONST. REGISTRATUR-/ORDNUNGSMITT;SONST. REGISTRATUR-/ORDNUNGSMITT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
108;201108;true;false;0;UHU;KLEBESTIFT;1.31;1.99;0.19;1;ST;0;false;0;Bürobedarf;KLEBSTOFF/-BAND/-STIFTE;KLEBSTOFF/-BAND/-STIFTE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
109;201109;true;false;0;2X10M, 15MM;TESAFILM KRISTALL-KLAR;1.88;2.89;0.19;1;ST;0;false;0;Bürobedarf;KLEBSTOFF/-BAND/-STIFTE;KLEBSTOFF/-BAND/-STIFTE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
110;201110;true;false;0;POST-IT;HAFTNOTIZEN 76X76MM;1.39;2.69;0.19;30;ST;0;false;0;Bürobedarf;SONST. REGISTRATUR-/ORDNUNGSMITT;SONST. REGISTRATUR-/ORDNUNGSMITT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
111;201111;true;false;0;VIVESS;COLLEGEBLOCK A4 LIN.;0.95;1.49;0.19;1;ST;0;false;0;Bürobedarf;SCHULHEFTE/SCHREIB-NOTIZBLOECKE;SCHULHEFTE/SCHREIB-NOTIZBLOECKE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
112;201112;true;false;0;STABILO;STABILO POINT 88 SORT.;4.49;4.99;0.19;360;G;0;false;0;Bürobedarf;FOLIENSCHR., MARKER, FASERMALER;FOLIENSCHR., MARKER, FASERMALER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
113;201113;true;false;0;JA!;PROSPEKTHUELLEN;0.91;0.99;0.19;600;G;0;false;0;Bürobedarf;RINGBUECHER/ORDNER/MAPPEN/EINLAG;RINGBUECHER/ORDNER/MAPPEN/EINLAG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
114;201114;true;false;0;STABILO;STABILO BOSS GELB;0.85;1.09;0.19;330;G;0;false;0;Bürobedarf;FOLIENSCHR., MARKER, FASERMALER;FOLIENSCHR., MARKER, FASERMALER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
115;201115;true;false;0;KELLOGG'S;CORN FLAKES;1.6;2.99;0.07;500;G;0;false;0;Cerealien & Müsli;CORNFLAKES;CORNFLAKES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
116;201116;true;false;0;VITALIS;KNUSPER SCHOKO;1.97;2.99;0.07;375;G;0;false;0;Cerealien & Müsli;KNUSPER MÜSLI;KNUSPER MÜSLI;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
117;201117;true;false;0;KELLOGG'S;FROSTIES;1.6;2.99;0.07;330;G;0;false;0;Cerealien & Müsli;CORNFLAKES;CORNFLAKES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
118;201118;true;false;0;KOELLN;BLUETENZ.HAFERFLOCKEN;0.99;1.39;0.07;330;G;0;false;0;Cerealien & Müsli;HAFERFLOCKEN;HAFERFLOCKEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
119;201119;true;false;0;KELLOGG'S;FROOT LOOPS;1.6;2.99;0.07;500;G;0;false;0;Cerealien & Müsli;MISCHCEREALIEN;MISCHCEREALIEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
120;201120;true;false;0;KELLOGGS;ZIMMYS;1.6;2.99;0.07;600;G;0;false;0;Cerealien & Müsli;MISCHCEREALIEN;MISCHCEREALIEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
121;201121;true;false;0;KELLOGG'S;CHOCO KRISPIES ORIGINA;1.6;2.99;0.07;450;G;0;false;0;Cerealien & Müsli;CEREALIEN SCHOKO;CEREALIEN SCHOKO;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
122;201122;true;false;0;KOELLN;KNUSPER JOGH.HIMB.W.F.;1.69;2.49;0.07;500;G;0;false;0;Cerealien & Müsli;KNUSPER MÜSLI;KNUSPER MÜSLI;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
123;201123;true;false;0;VITALIS;KNUSPER MUESLI;1.97;2.99;0.07;500;G;0;false;0;Cerealien & Müsli;KNUSPER MÜSLI;KNUSPER MÜSLI;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
124;201124;true;false;0;VITALIS;KNUSPER PLUS NUSSMISCH;1.97;2.99;0.07;65;G;0;false;0;Cerealien & Müsli;KNUSPER MÜSLI;KNUSPER MÜSLI;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
125;201125;true;false;0;KOELLN;MUESLI CRANBERRY;1.69;2.49;0.07;25;G;0;false;0;Cerealien & Müsli;MISCHMÜSLI;MISCHMÜSLI;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
126;201126;true;false;0;VITALIS;FRUECHTE MUESLI;1.95;2.99;0.07;35;G;0;false;0;Cerealien & Müsli;MISCHMÜSLI;MISCHMÜSLI;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
127;201127;true;false;0;HAFERVOLL;BANANE PARANUSS;1.05;1.99;0.07;65;G;0;false;0;Cerealien & Müsli;MÜSLIRIEGEL EINZEL;MÜSLIRIEGEL EINZEL;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
128;201128;true;false;0;CORNY;MUESLIR. SCHOKO-BANANE;1.11;1.39;0.07;60;G;0;false;0;Cerealien & Müsli;MÜSLIRIEGEL GETREIDE;MÜSLIRIEGEL GETREIDE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
129;201129;true;false;0;CORNY;HAFERKRAFT CRANBERRY;1.17;1.39;0.07;670;G;0;false;0;Cerealien & Müsli;MÜSLIRIEGEL GETREIDE;MÜSLIRIEGEL GETREIDE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
130;201130;true;false;0;HAFERVOLL;CASHEW CRANBERRY;1.05;1.99;0.07;500;G;0;false;0;Cerealien & Müsli;MÜSLIRIEGEL EINZEL;MÜSLIRIEGEL EINZEL;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
131;201131;true;false;0;YUM YUM;INST.NUDELGER.GARNELEN;0.31;0.49;0.07;70;G;0;false;0;Fertiggerichte & Konserven;FERTIGGERICHTE INSTANT;FERTIGGERICHTE INSTANT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
132;201132;true;false;0;MEICA;DEUTSCHL.DICKE 5 STUEC;3.04;3.69;0.07;70;G;0;false;0;Fertiggerichte & Konserven;WUERSTCHENKONSERVEN;WUERSTCHENKONSERVEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
133;201133;true;false;0;POMITO;PASSIERTE TOMATEN;0.69;1.35;0.07;425;ML;0;false;0;Fertiggerichte & Konserven;SCHAEL U. PIZZATOMATEN;SCHAEL U. PIZZATOMATEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
134;201134;true;false;0;YUM YUM;INSTANT NUDELGER.HUHN;0.69;0.99;0.07;425;ML;0;false;0;Fertiggerichte & Konserven;FERTIGGERICHTE INSTANT;FERTIGGERICHTE INSTANT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
135;201135;true;false;0;YUM YUM;INST.NUDELGER.GEMUESE;0.69;0.99;0.07;446;ML;0;false;0;Fertiggerichte & Konserven;FERTIGGERICHTE INSTANT;FERTIGGERICHTE INSTANT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
136;201136;true;false;0;BONDUELLE;KICHERERBSEN;0.77;1.29;0.07;425;ML;0;false;0;Fertiggerichte & Konserven;GEMUESE DOSE;GEMUESE DOSE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
137;201137;true;false;0;BONDUELLE;GOLDMAIS;0.89;1.39;0.07;370;ML;0;false;0;Fertiggerichte & Konserven;GEMUESE DOSE;GEMUESE DOSE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
138;201138;true;false;0;DEL MONTE;ANANAS STICKS IN SAFT;1.14;2.49;0.07;370;ML;0;false;0;Fertiggerichte & Konserven;OBSTKONSERVEN DOSE;OBSTKONSERVEN DOSE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
139;201139;true;false;0;BONDUELLE;GARTEN ERBS. M.MOEHRCH;0.78;1.89;0.07;360;G;0;false;0;Fertiggerichte & Konserven;GEMUESE DOSE;GEMUESE DOSE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
140;201140;true;false;0;SPECHT;CORNICHONS;1.03;1.79;0.07;330;G;0;false;0;Fertiggerichte & Konserven;GURKEN (KONSERVEN);GURKEN (KONSERVEN);0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
141;201141;true;false;0;HENGSTENBERG;KNAX KNACKIG-WUERZIG;1.12;1.99;0.07;330;G;0;false;0;Fertiggerichte & Konserven;GURKEN (KONSERVEN);GURKEN (KONSERVEN);0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
142;201142;true;false;0;DITTMANN;OLIVEN ENTST.GRU.QUEEN;2.22;2.99;0.07;350;G;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
143;201143;true;false;0;DITTMANN;TOMATEN HALBGETR.OEL;2.18;2.99;0.07;340;ML;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
144;201144;true;false;0;DITTMANN;ARTISCHOCKENHERZ MARIN;2.03;2.79;0.07;300;G;0;false;0;Fertiggerichte & Konserven;ANTIPASTI / GEMÜSE FEINKOST;ANTIPASTI / GEMÜSE FEINKOST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
145;201145;true;false;0;DITTMANN;OLIVEN MANDEL QUEENS;2.12;2.99;0.07;314;ML;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
146;201146;true;false;0;DITTMANN;AJVAR MILD ORIGINAL;1.23;1.99;0.07;390;ML;0;false;0;Fertiggerichte & Konserven;AYVAR;AYVAR;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
147;201147;true;false;0;DITTMANN;PFEFFERONEN MILD PIKAN;0.85;1.89;0.07;340;G;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
148;201148;true;false;0;JA!;MANDARIN ORANGEN;0.9;0.99;0.07;400;G;0;false;0;Fertiggerichte & Konserven;OBSTKONSERVEN DOSE;OBSTKONSERVEN DOSE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
149;201149;true;false;0;ERASCO;UNG.GULASCHSUPPE;1.22;1.69;0.07;400;ML;0;false;0;Fertiggerichte & Konserven;SUPPEN UND EINTÖPFE BIS 426ML;SUPPEN UND EINTÖPFE BIS 426ML;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
150;201150;true;false;0;MAGGI 1TELLER;RAVIOLI BOLOGNESE;0.98;1.39;0.07;400;ML;0;false;0;Fertiggerichte & Konserven;SUPPEN UND EINTÖPFE BIS 426ML;SUPPEN UND EINTÖPFE BIS 426ML;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
151;201151;true;false;0;ERASCO;LINSENEINTOPF;1.16;1.69;0.07;415;G;0;false;0;Fertiggerichte & Konserven;SUPPEN UND EINTÖPFE BIS 426ML;SUPPEN UND EINTÖPFE BIS 426ML;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
152;201152;true;false;0;BAMBOO GARDEN;KOKOSMILCH CREMIG 17%;1.21;1.79;0.07;390;ML;0;false;0;Fertiggerichte & Konserven;KOKOSMILCH;KOKOSMILCH;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
153;201153;true;false;0;ZIMMERMANN;MAULTASCHENSUPPE;1.32;2.19;0.07;400;G;0;false;0;Fertiggerichte & Konserven;SUPPEN UND EINTÖPFE BIS 426ML;SUPPEN UND EINTÖPFE BIS 426ML;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
154;201154;true;false;0;HEINZ;BEANZ CLASSIC;0.95;1.59;0.07;400;G;0;false;0;Fertiggerichte & Konserven;SUPPEN UND EINTÖPFE BIS 426ML;SUPPEN UND EINTÖPFE BIS 426ML;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
155;201155;true;false;0;ERASCO;HUEHNER-NUDELSUPPE;1;1.69;0.07;425;ML;0;false;0;Fertiggerichte & Konserven;SUPPEN UND EINTÖPFE BIS 426ML;SUPPEN UND EINTÖPFE BIS 426ML;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
156;201156;true;false;0;DAVERT;KIDNEYBOHNEN DAVERT;0.87;1.29;0.07;400;G;0;false;0;Fertiggerichte & Konserven;BIO GEMÜSEKONSERVEN;BIO GEMÜSEKONSERVEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
157;201157;true;false;0;ORO D'ITALIA;KIRSCHTOMATEN;0.9;1.65;0.07;370;G;0;false;0;Fertiggerichte & Konserven;SCHAEL U. PIZZATOMATEN;SCHAEL U. PIZZATOMATEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
158;201158;true;false;0;POMITO;STUECKIGE TOMATEN;0.83;1.59;0.07;250;G;0;false;0;Fertiggerichte & Konserven;SCHAEL U. PIZZATOMATEN;SCHAEL U. PIZZATOMATEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
159;201159;true;false;0;ORO D'ITALIA;GANZE TOMATEN;0.85;1.65;0.07;270;G;0;false;0;Fertiggerichte & Konserven;SCHAEL U. PIZZATOMATEN;SCHAEL U. PIZZATOMATEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
160;201160;true;false;0;FITINI;APFELMUS;0.79;1.39;0.07;250;G;0;false;0;Fertiggerichte & Konserven;KONSERVEN, KALORIENREDUZIERT;KONSERVEN, KALORIENREDUZIERT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
161;201161;true;false;0;DITTMANN;OLIVEN ST.SCHW.KALAMAT;0.91;1.49;0.07;400;G;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
162;201162;true;false;0;DITTMANN;OLIVEN ENST.GRUEN;0.64;1.99;0.07;150;G;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
163;201163;true;false;0;DITTMANN;PFEFFERONEN MILD PIKAN;0.56;1.89;0.07;200;G;0;false;0;Fertiggerichte & Konserven;ANTIPASTI / GEMÜSE FEINKOST;ANTIPASTI / GEMÜSE FEINKOST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
164;201164;true;false;0;SPREEWALDHOF;SPREEWAELD. SAUERKRAUT;0.72;1.29;0.07;75;ML;0;false;0;Fertiggerichte & Konserven;SAUERKRAUT;SAUERKRAUT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
165;201165;true;false;0;BONDUELLE;GOLDMAIS;0.65;0.99;0.07;0;;0;false;0;Fertiggerichte & Konserven;GEMUESE DOSE;GEMUESE DOSE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
166;201166;true;false;0;MUTTI;TOMATEN KONZ. 3FACH;1.05;1.49;0.07;80;G;0;false;0;Fertiggerichte & Konserven;TOMATENMARK;TOMATENMARK;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
167;201167;true;false;0;DITTMANN;SARDELLENFILET IN OEL;1.98;2.49;0.07;400;G;0;false;0;Fertiggerichte & Konserven;FISCHFEINKOST - SB -;FISCHFEINKOST - SB -;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
168;201168;true;false;0;PFANNI;KART.PUEREE D.LOCKERE;1.47;1.69;0.07;400;G;0;false;0;Fertiggerichte & Konserven;PUEREE;PUEREE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
169;201169;true;false;0;DITTMANN;MSC SARDELLEN;2.32;2.79;0.07;140;G;0;false;0;Fertiggerichte & Konserven;OELSARDINEN;OELSARDINEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
170;201170;true;false;0;ORO DI PARMA;TOMATEN STUECKIG;0.85;1.39;0.07;50;G;0;false;0;Fertiggerichte & Konserven;SCHAEL U. PIZZATOMATEN;SCHAEL U. PIZZATOMATEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
171;201171;true;false;0;ORO DI PARMA;TOMATEN PASSIERT;0.85;1.39;0.07;60;G;0;false;0;Fertiggerichte & Konserven;SCHAEL U. PIZZATOMATEN;SCHAEL U. PIZZATOMATEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
172;201172;true;false;0;MATITHOR;OLIVEN MIT PAPRIKA;0.42;0.49;0.07;500;G;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
173;201173;true;false;0;IBERO;KAPERN NONPAREILLES;0.58;0.99;0.07;185;G;0;false;0;Fertiggerichte & Konserven;OLIVEN / KAPERN;OLIVEN / KAPERN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
